AREA,PERIMETER,SDL_GRDP,SDL_GRDPID,POINT,SITECODE,PI,EXPERIMENT,MAX_PDOP,CORR_TYPE,GPS_DATE,GPS_TIME,DATAFILE,UNFILT_POS,STD_DEV,GPS_HEIGHT,STAKE,LTER_POINT,_Avg_NDVIc,_Avg_NDVIs,MEAN_Avg_NDVI,_Avg_NDV_1,_Avg_NDV_2,_Avg_NDV_3,_Avg_NDV_4,_Avg_NDVIr,_Avg_NDVIv
0,0,1,179,399,GSTAKE20A,Skip Walker,observational-point,1.8,Realtime Corrected,9/17/1998,12:32:21PM,r091715a.ssf,31,0.096676,3544.649,20A,201,10,3.799143523,0.379914352,0.389711604,0.044376003,0.307238251,0.446356088,0.139117837,0.00196923
0,0,2,183,403,GSTAKE30A,Skip Walker,observational-point,1.6,Realtime Corrected,9/17/1998,12:37:18PM,r091715a.ssf,27,0.110975,3544.236,30A,301,10,1.928540945,0.192854095,0.181286648,0.04626681,0.127437711,0.251781225,0.124343514,0.002140618
0,0,3,185,405,GSTAKE40A,Skip Walker,observational-point,1.6,Realtime Corrected,9/17/1998,12:40:49PM,r091715a.ssf,20,0.072531,3540.11,40A,401,12,4.811758041,0.400979837,0.405156985,0.037283889,0.300447673,0.443433017,0.142985344,0.001390088
0,0,4,189,409,GSTAKE50A,Skip Walker,observational-point,1.8,Realtime Corrected,9/17/1998,12:44:15PM,r091715a.ssf,20,0.06784,3536.062,50A,501,13,5.83277832,0.448675255,0.486720115,0.107178425,0.235903785,0.575020492,0.339116707,0.011487215
0,0,5,193,413,GSTAKE60A,Skip Walker,observational-point,1.8,Realtime Corrected,9/17/1998,12:47:23PM,r091715a.ssf,20,0.082853,3533.549,60A,601,12,7.177109778,0.598092481,0.597248226,0.026498769,0.559475183,0.63691926,0.077444077,0.000702185
0,0,6,197,417,GSTAKE70A,Skip Walker,observational-point,2,Realtime Corrected,9/17/1998,12:50:23PM,r091715a.ssf,24,0.068427,3529.299,70A,701,14,7.783467531,0.555961967,0.552183628,0.024100496,0.521278262,0.603837609,0.082559347,0.000580834
0,0,7,201,421,GSTAKE80A,Skip Walker,observational-point,2.1,Realtime Corrected,9/17/1998,12:53:46PM,r091715a.ssf,20,0.07206,3521.497,80A,801,12,6.416753054,0.534729421,0.559697568,0.08511971,0.420303643,0.630317688,0.210014045,0.007245365
0,0,8,205,425,GSTAKE80,Skip Walker,observational-point,2.1,Realtime Corrected,9/17/1998,12:56:52PM,r091715a.ssf,30,0.113442,3514.606,80,80,10,5.468973786,0.546897379,0.562681913,0.035958693,0.47087118,0.584650993,0.113779813,0.001293028
0,0,9,209,429,GSTAKE70,Skip Walker,observational-point,2.1,Realtime Corrected,9/17/1998,12:59:34PM,r091715a.ssf,20,0.053914,3521.779,70,70,13,6.738293588,0.518330276,0.514532387,0.051677336,0.403150737,0.66021657,0.257065833,0.002670547
0,0,10,213,433,GSTAKE60,Skip Walker,observational-point,2.1,Realtime Corrected,9/17/1998,01:03:08PM,r091715a.ssf,22,0.080001,3526.788,60,60,13,6.445621163,0.495817013,0.513593435,0.081698587,0.323955953,0.630744278,0.306788325,0.006674659
0,0,11,217,437,GSTAKE50,Skip Walker,observational-point,2.1,Realtime Corrected,9/17/1998,01:06:12PM,r091715a.ssf,20,0.091251,3530.358,50,50,13,5.656852692,0.435142515,0.440028161,0.033519289,0.377604038,0.477493852,0.099889815,0.001123543
0,0,12,221,441,GSTAKE40,Skip Walker,observational-point,2.1,Realtime Corrected,9/17/1998,01:08:47PM,r091715a.ssf,20,0.089971,3533.41,40,40,10,4.089569986,0.408956999,0.426233426,0.063623858,0.269759625,0.475795448,0.206035823,0.004047995
0,0,13,225,445,GSTAKE30,Skip Walker,observational-point,2.1,Realtime Corrected,9/17/1998,01:11:13PM,r091715a.ssf,20,0.058364,3536.385,30,30,13,5.717318058,0.439793697,0.44073385,0.015809077,0.415271133,0.470641851,0.055370718,0.000249927
0,0,14,229,449,GSTAKE20,Skip Walker,observational-point,2.1,Realtime Corrected,9/17/1998,01:13:50PM,r091715a.ssf,21,0.095231,3538.212,20,20,14,4.295054942,0.306789639,0.303445429,0.037613441,0.252858609,0.385123819,0.13226521,0.001414771
0,0,15,233,453,GSTAKE10,Skip Walker,observational-point,2.1,Realtime Corrected,9/17/1998,01:16:51PM,r091715a.ssf,20,0.086553,3533.148,10,10,11,4.608161479,0.418923771,0.412993103,0.029669343,0.386014998,0.49684754,0.110832542,0.00088027
0,0,16,301,521,GSTAKE9,Skip Walker,observational-point,2.4,Realtime Corrected,9/18/1998,09:36:54AM,r09181a.ssf,24,0.094638,3527.717,9,9,12,5.392024219,0.449335352,0.469324484,0.070056388,0.265927851,0.510841846,0.244913995,0.004907897
0,0,17,309,529,GSTAKE29,Skip Walker,observational-point,2.4,Realtime Corrected,9/18/1998,09:45:18AM,r09181a.ssf,20,0.395418,3531.709,29,29,13,7.315957069,0.562765928,0.565089583,0.023192983,0.521100879,0.597232878,0.076131999,0.000537914
0,0,18,313,533,GSTAKE39,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,09:48:36AM,r09181a.ssf,38,0.336915,3530.628,39,39,11,4.85370037,0.441245488,0.427005321,0.036359841,0.392513692,0.516274333,0.123760641,0.001322038
0,0,19,317,537,GSTAKE49,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,09:51:29AM,r09181a.ssf,24,0.155584,3527.103,49,49,13,5.938643068,0.456818698,0.460896403,0.036020402,0.380544573,0.519342422,0.138797849,0.001297469
0,0,20,321,541,GSTAKE59,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,09:54:44AM,r09181a.ssf,23,0.073955,3524.026,59,59,13,6.208162993,0.477550999,0.466236949,0.03432276,0.42751947,0.532778919,0.105259448,0.001178052
0,0,21,325,545,GSTAKE69,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,09:57:19AM,r09181a.ssf,27,0.24604,3518.971,69,69,11,6.028154016,0.548014001,0.557798266,0.045909248,0.483528674,0.642264426,0.158735752,0.002107659
0,0,22,329,549,GSTAKE79,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,10:00:05AM,r09181a.ssf,23,0.137592,3512.408,79,79,10,5.058484465,0.505848446,0.500537038,0.02500088,0.471495032,0.563304424,0.091809392,0.000625044
0,0,23,333,553,GSTAKE78,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,10:03:40AM,r09181a.ssf,36,0.140592,3511.944,78,78,12,5.071469098,0.422622425,0.443320885,0.172264544,0.169520095,0.69379735,0.524277255,0.029675073
0,0,24,337,557,GSTAKE68,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,10:07:11AM,r09181a.ssf,23,0.070939,3517.16,68,68,14,8.40611583,0.600436845,0.56466338,0.075911937,0.528800726,0.755908728,0.227108002,0.005762622
0,0,25,341,561,GSTAKE58,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,10:10:07AM,r09181a.ssf,23,0.128783,3521.686,58,58,11,5.54406026,0.504005478,0.511915028,0.031587396,0.447083324,0.554030299,0.106946975,0.000997764
0,0,26,345,565,GSTAKE48,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,10:12:52AM,r09181a.ssf,21,0.055659,3526.429,48,48,12,6.144348085,0.512029007,0.510290235,0.022740831,0.480507851,0.561865091,0.081357241,0.000517145
0,0,27,349,569,GSTAKE38,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,10:15:51AM,r09181a.ssf,21,0.087405,3529.372,38,38,13,7.463423252,0.574109481,0.576248169,0.022170626,0.541525722,0.626632988,0.085107267,0.000491537
0,0,28,353,573,GSTAKE28,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,10:19:18AM,r09181a.ssf,27,0.065779,3530.168,28,28,13,7.025155991,0.540396615,0.533492029,0.034039399,0.491258234,0.62597537,0.134717137,0.001158681
0,0,29,357,577,GSTAKE18,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,10:21:59AM,r09181a.ssf,37,0.09848,3530.375,18,18,12,5.83521381,0.486267818,0.487742439,0.027832088,0.433436751,0.538554966,0.105118215,0.000774625
0,0,30,361,581,GSTAKE8,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,10:25:33AM,r09181a.ssf,21,0.085557,3528.276,8,8,13,7.893287957,0.607175997,0.599654675,0.039668103,0.558173776,0.717881024,0.159707248,0.001573558
0,0,31,365,585,GSTAKE7,Skip Walker,observational-point,2.2,Realtime Corrected,9/18/1998,11:15:11AM,r09181a.ssf,32,0.151331,3528.942,7,7,12,8.271591067,0.689299256,0.681588918,0.057288999,0.576065123,0.803786755,0.227721632,0.003282029
0,0,32,373,593,GSTAKE27,Skip Walker,observational-point,2.3,Realtime Corrected,9/18/1998,11:25:01AM,r09181a.ssf,27,0.088317,3529.224,27,27,14,8.855414331,0.632529595,0.62514931,0.054218298,0.558070183,0.728851378,0.170781195,0.002939624
0,0,33,377,597,GSTAKE37,Skip Walker,observational-point,2.3,Realtime Corrected,9/18/1998,11:28:34AM,r09181a.ssf,24,0.066978,3528.547,37,37,14,10.60274017,0.757338583,0.755755723,0.015230122,0.730839849,0.784171999,0.05333215,0.000231957
0,0,34,380,600,GSTAKE47,Skip Walker,observational-point,2.3,Realtime Corrected,9/18/1998,11:34:09AM,r09181a.ssf,27,0.1372,3524.492,47,47,13,8.96813786,0.689856758,0.681003392,0.066552339,0.581415474,0.801207364,0.219791889,0.004429214
0,0,35,384,604,GSTAKE57,Skip Walker,observational-point,2.3,Realtime Corrected,9/18/1998,11:37:11AM,r09181a.ssf,22,0.099873,3520.78,57,57,13,9.568849981,0.736065383,0.711666405,0.062974678,0.644353628,0.865359783,0.221006155,0.00396581
0,0,36,388,608,GSTAKE67,Skip Walker,observational-point,2.3,Realtime Corrected,9/18/1998,11:40:20AM,r09181a.ssf,52,0.091766,3516.616,67,67,14,10.22454488,0.730324634,0.731025577,0.006452526,0.711466789,0.741304934,0.029838145,4.16E-05
0,0,37,392,612,GSTAKE77,Skip Walker,observational-point,2.3,Realtime Corrected,9/18/1998,11:44:31AM,r09181a.ssf,23,0.088167,3508.36,77,77,13,8.959115148,0.689162704,0.702061236,0.037523266,0.583942115,0.731569171,0.147627056,0.001407995
0,0,38,396,616,GSTAKE76,Skip Walker,observational-point,2.3,Realtime Corrected,9/18/1998,11:47:37AM,r09181a.ssf,24,0.056743,3510.108,76,76,13,7.384390771,0.568030059,0.619768202,0.12680299,0.258846313,0.698946595,0.440100282,0.016078998
0,0,39,400,620,GSTAKE66,Skip Walker,observational-point,2.3,Realtime Corrected,9/18/1998,11:50:38AM,r09181a.ssf,23,0.066863,3515.949,66,66,10,2.518047452,0.251804745,0.272165947,0.086169373,0.106234208,0.391337484,0.285103276,0.007425161
0,0,40,404,674,GSTAKE56,Skip Walker,observational-point,2.3,Realtime Corrected,9/18/1998,11:53:17AM,r09181a.ssf,21,0.071968,3521.797,56,56,13,4.896902651,0.376684819,0.368896633,0.051630938,0.297012061,0.464104325,0.167092264,0.002665754
0,0,41,408,678,GSTAKE46,Skip Walker,observational-point,2.3,Realtime Corrected,9/18/1998,11:56:21AM,r09181a.ssf,20,0.090904,3526.629,46,46,12,7.041800082,0.586816673,0.580702037,0.029439593,0.534678996,0.649179757,0.114500761,0.00086669
0,0,42,428,698,GSTAKE36,Skip Walker,observational-point,1.8,Realtime Corrected,9/18/1998,12:17:05PM,r09181a.ssf,23,0.064956,3531.258,36,36,12,6.082489848,0.506874154,0.508399278,0.032239779,0.454328805,0.569521308,0.115192503,0.001039403
0,0,43,433,703,GSTAKE26,Skip Walker,observational-point,1.8,Realtime Corrected,9/18/1998,12:22:31PM,r09181a.ssf,32,0.179887,3532.759,26,26,11,6.523259044,0.593023549,0.591147959,0.014107523,0.561424613,0.616609156,0.055184543,0.000199022
0,0,44,437,707,GSTAKE16,Skip Walker,observational-point,1.8,Realtime Corrected,9/18/1998,12:25:55PM,r09181a.ssf,20,0.094792,3532.373,16,16,12,6.40961501,0.534134584,0.55041194,0.046803727,0.44693166,0.593841553,0.146909893,0.002190589
0,0,45,441,711,GSTAKE6,Skip Walker,observational-point,1.8,Realtime Corrected,9/18/1998,12:28:35PM,r09181a.ssf,24,0.076841,3530.94,6,6,14,7.964871943,0.568919424,0.56719166,0.031088031,0.518014073,0.61547482,0.097460747,0.000966466
0,0,46,445,715,GSTAKE5,Skip Walker,observational-point,1.8,Realtime Corrected,9/18/1998,12:31:01PM,r09181a.ssf,22,0.064436,3535.789,5,5,13,6.2881805,0.483706192,0.472220838,0.034175893,0.439291716,0.53628999,0.096998274,0.001167992
0,0,47,449,719,GSTAKE15,Skip Walker,observational-point,1.6,Realtime Corrected,9/18/1998,12:33:52PM,r09181a.ssf,22,0.148104,3536.996,15,15,12,6.338068455,0.528172371,0.539660096,0.030620129,0.469966263,0.568271637,0.098305374,0.000937592
0,0,48,453,723,GSTAKE25,Skip Walker,observational-point,1.7,Realtime Corrected,9/18/1998,12:36:57PM,r09181a.ssf,24,0.242137,3537.277,25,25,13,7.314114809,0.562624216,0.566335917,0.024118885,0.501609564,0.603153348,0.101543784,0.000581721
0,0,49,457,727,GSTAKE35,Skip Walker,observational-point,1.8,Realtime Corrected,9/18/1998,12:40:24PM,r09181a.ssf,22,0.093205,3534.827,35,35,11,6.248432577,0.568039325,0.566064835,0.014719416,0.547592163,0.590149581,0.042557418,0.000216661
0,0,50,460,732,GSTAKE45,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,12:47:23PM,r09181a.ssf,27,0.090347,3532.472,45,45,13,4.47096701,0.343920539,0.356622666,0.07230423,0.182963148,0.463039756,0.280076608,0.005227902
0,0,51,464,736,GSTAKE55,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,12:51:26PM,r09181a.ssf,23,0.087336,3528.16,55,55,13,3.596046925,0.276618994,0.285699815,0.036991193,0.17571643,0.326397568,0.150681138,0.001368348
0,0,52,468,740,GSTAKE65,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,12:54:45PM,r09181a.ssf,21,0.06205,3521.487,65,65,13,1.686393235,0.129722557,0.0931217,0.076772931,0.055007733,0.252478242,0.197470509,0.005894083
0,0,53,472,744,GSTAKE75,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,12:58:12PM,r09181a.ssf,20,0.054886,3515.297,75,75,11,2.559980765,0.232725524,0.227777675,0.066021161,0.131116986,0.342313737,0.21119675,0.004358794
0,0,54,476,748,GSTAKE74,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,01:00:57PM,r09181a.ssf,21,0.105261,3520.183,74,74,11,6.406846106,0.582440555,0.62601918,0.108263761,0.40746966,0.753599524,0.346129864,0.011721042
0,0,55,480,752,GSTAKE64,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,01:03:55PM,r09181a.ssf,23,0.12442,3530.03,64,64,13,7.659405947,0.589185073,0.613380969,0.075758617,0.368207157,0.671171427,0.30296427,0.005739368
0,0,56,484,756,GSTAKE54,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,01:06:44PM,r09181a.ssf,20,0.07273,3534.928,54,54,11,4.065648347,0.369604395,0.39718461,0.094446264,0.241304606,0.500216246,0.258911639,0.008920097
0,0,57,488,760,GSTAKE44,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,01:09:46PM,r09181a.ssf,20,0.067523,3538.889,44,44,12,6.168466896,0.514038908,0.52851361,0.073973197,0.379697561,0.633592963,0.253895402,0.005472034
0,0,58,492,764,GSTAKE34,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,01:12:12PM,r09181a.ssf,28,0.056129,3541.466,34,34,12,4.913194954,0.409432913,0.416855276,0.055783729,0.326183975,0.506723285,0.18053931,0.003111824
0,0,59,496,768,GSTAKE24,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,01:14:56PM,r09181a.ssf,20,0.132594,3541.989,24,24,12,5.43429631,0.452858026,0.457005739,0.029346597,0.39730069,0.497807115,0.100506425,0.000861223
0,0,60,500,772,GSTAKE14,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,01:17:20PM,r09181a.ssf,21,0.081475,3541.523,14,14,13,6.523038447,0.501772188,0.515801728,0.088933217,0.352177113,0.619588137,0.267411023,0.007909117
0,0,61,504,776,GSTAKE4,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,01:19:47PM,r09181a.ssf,21,0.05112,3541.704,4,4,14,7.338808358,0.524200597,0.535466373,0.032518754,0.459552467,0.556562006,0.09700954,0.001057469
0,0,62,508,780,GSTAKE3,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,01:24:14PM,r09181a.ssf,21,0.163215,3547.654,3,3,12,8.152471304,0.679372609,0.691480011,0.056097298,0.516345859,0.730243385,0.213897526,0.003146907
0,0,63,512,784,GSTAKE13,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,01:28:58PM,r09181a.ssf,24,0.109054,3550.065,13,13,13,1.04102144,0.080078572,0.065664664,0.036629096,0.049690977,0.188210458,0.138519481,0.001341691
0,0,64,514,788,GSTAKE23,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,01:31:59PM,r09181a.ssf,25,0.081543,3549.904,23,23,12,4.272775799,0.35606465,0.352557957,0.040405626,0.296292752,0.445808381,0.149515629,0.001632615
0,0,65,518,792,GSTAKE33,Skip Walker,observational-point,2.1,Realtime Corrected,9/18/1998,01:35:12PM,r09181a.ssf,20,0.09208,3551.21,33,33,13,5.659565657,0.435351204,0.438545853,0.069474424,0.296485096,0.547397316,0.250912219,0.004826696
0,0,66,522,796,GSTAKE43,Skip Walker,observational-point,2.5,Realtime Corrected,9/18/1998,01:44:05PM,r09181a.ssf,25,0.151055,3547.908,43,43,12,5.560189486,0.463349124,0.472864956,0.081192691,0.279681981,0.555810034,0.276128054,0.006592253
0,0,67,526,800,GSTAKE53,Skip Walker,observational-point,2.5,Realtime Corrected,9/18/1998,01:49:11PM,r09181a.ssf,20,0.100009,3542.082,53,53,13,7.279519498,0.559963038,0.577652812,0.084247477,0.372324824,0.662218213,0.289893389,0.007097637
0,0,68,532,806,GSTAKE73,Skip Walker,observational-point,2.5,Realtime Corrected,9/18/1998,01:54:42PM,r09181a.ssf,23,0.067369,3527.526,73,73,13,7.619137019,0.586087463,0.605771303,0.098251481,0.418161094,0.722651184,0.304490089,0.009653353
0,0,69,567,841,GSTAKE2,Skip Walker,observational-point,2.1,Realtime Corrected,9/23/1998,09:38:51AM,r092315a.ssf,22,0.057308,3556.249,2,2,10,6.293626845,0.629362684,0.617455781,0.05018171,0.548068583,0.720505416,0.172436833,0.002518204
0,0,70,571,845,GSTAKE12,Skip Walker,observational-point,2.1,Realtime Corrected,9/23/1998,09:42:12AM,r092315a.ssf,29,0.086466,3559.311,12,12,13,5.716551453,0.439734727,0.413007826,0.058081595,0.370705724,0.542063832,0.171358109,0.003373472
0,0,71,575,849,GSTAKE22,Skip Walker,observational-point,2.1,Realtime Corrected,9/23/1998,09:45:20AM,r092315a.ssf,21,0.120389,3561.19,22,22,14,7.345173836,0.524655274,0.512354791,0.070557655,0.358172268,0.629230201,0.271057934,0.004978383
0,0,72,579,853,GSTAKE32,Skip Walker,observational-point,2.1,Realtime Corrected,9/23/1998,09:49:16AM,r092315a.ssf,22,0.063392,3560.647,32,32,12,3.087419033,0.257284919,0.203711003,0.155061705,0.072129704,0.539670467,0.467540763,0.024044132
0,0,73,583,857,GSTAKE42,Skip Walker,observational-point,2.1,Realtime Corrected,9/23/1998,09:52:40AM,r092315a.ssf,22,0.178407,3557.198,42,42,13,3.187697038,0.245207464,0.140364334,0.184312206,0.071178429,0.555016935,0.483838506,0.033970989
0,0,74,585,859,GSTAKE52,Skip Walker,observational-point,2.2,Realtime Corrected,9/23/1998,09:55:57AM,r092315a.ssf,22,0.064403,3552.238,52,52,14,9.24502033,0.660358595,0.722501874,0.125541943,0.372971952,0.761094034,0.388122082,0.015760779
0,0,75,589,863,GSTAKE62,Skip Walker,observational-point,2.2,Realtime Corrected,9/23/1998,09:59:48AM,r092315a.ssf,20,0.121445,3543.89,62,62,14,6.969170123,0.497797866,0.49849391,0.076823704,0.365993142,0.627263904,0.261270761,0.005901882
0,0,76,593,867,GSTAKE72,Skip Walker,observational-point,2.1,Realtime Corrected,9/23/1998,10:03:07AM,r092315a.ssf,24,0.171083,3536.331,72,72,12,5.534966618,0.461247218,0.457754165,0.046482717,0.355757415,0.536612153,0.180854738,0.002160643
0,0,77,597,871,GSTAKE71,Skip Walker,observational-point,2.1,Realtime Corrected,9/23/1998,10:06:39AM,r092315a.ssf,21,0.064472,3543.001,71,71,14,4.177484855,0.298391775,0.303259552,0.104170868,0.138087124,0.43527469,0.297187567,0.01085157
0,0,78,599,873,GSTAKE61,Skip Walker,observational-point,2.1,Realtime Corrected,9/23/1998,10:08:47AM,r092315a.ssf,23,0.10155,3553.064,61,61,11,6.068791598,0.551708327,0.56600076,0.08261792,0.385740787,0.649114966,0.26337418,0.006825721
0,0,79,603,877,GSTAKE51,Skip Walker,observational-point,2.1,Realtime Corrected,9/23/1998,10:12:01AM,r092315a.ssf,21,0.11846,3559.766,51,51,13,2.980402492,0.22926173,0.162659794,0.150104346,0.079962075,0.52858603,0.448623955,0.022531315
0,0,80,609,883,GSTAKE31,Skip Walker,observational-point,2.9,Realtime Corrected,9/23/1998,10:17:56AM,r092315a.ssf,21,0.099683,3570.346,31,31,11,3.868696079,0.351699644,0.373451948,0.086806468,0.167099252,0.462729484,0.295630231,0.007535363
0,0,81,613,887,GSTAKE21,Skip Walker,observational-point,2.9,Realtime Corrected,9/23/1998,10:21:30AM,r092315a.ssf,22,0.136154,3571.671,21,21,12,4.215615563,0.351301297,0.374796361,0.093505149,0.100827537,0.48019433,0.379366793,0.008743213
0,0,82,621,895,GSTAKE1,Skip Walker,observational-point,2.9,Realtime Corrected,9/23/1998,10:29:11AM,r092315a.ssf,38,0.150057,3566.766,1,1,13,2.269054689,0.174542668,0.098571382,0.144795165,0.046967708,0.454294801,0.407327093,0.02096564
0,0,83,369,589,GSTAKE17,Skip Walker,observational-point,2.3,Realtime Corrected,9/18/1998,11:21:25AM,r09181a.ssf,26,0.088776,3529.363,17,17,12,7.446244955,0.620520413,0.608666897,0.032432851,0.582736254,0.689269006,0.106532753,0.00105189
0,0,84,24,243,GSTAKE10A,Skip Walker,observational-point,2.4,Realtime Corrected,9/17/1998,08:06:33AM,r091715a.ssf,22,0.118407,3539.199,10A,101,13,3.740567893,0.287735992,0.285723776,0.030803456,0.241863117,0.334553689,0.092690572,0.000948853
0,0,85,607,881,GSTAKE41,Skip Walker,observational-point,3.1,Realtime Corrected,9/23/1998,10:15:30AM,r092315a.ssf,22,0.142745,3568.191,41,41,12,2.151722655,0.179310221,0.104403425,0.14740865,0.038396165,0.505992055,0.46759589,0.02172931
0,0,86,617,891,GSTAKE11,Skip Walker,observational-point,2.9,Realtime Corrected,9/23/1998,10:25:28AM,r092315a.ssf,33,0.169377,3569.536,11,11,12,3.16560933,0.263800777,0.264632203,0.07807479,0.134897813,0.359526992,0.224629179,0.006095673
0,0,87,305,525,GSTAKE19,Skip Walker,observational-point,2.4,Realtime Corrected,9/18/1998,09:41:09AM,r09181a.ssf,21,0.06,3531.459,19,19,11,4.941382736,0.449216612,0.449317276,0.016409504,0.418709397,0.476557881,0.057848483,0.000269272
0,0,88,530,804,GSTAKE63,Skip Walker,observational-point,2.5,Realtime Corrected,9/18/1998,01:52:33PM,r09181a.ssf,27,0.140207,3535.791,63,63,14,2.783906508,0.198850465,0.130534392,0.161697831,0.052259535,0.500881672,0.448622137,0.026146189
