year,collection_date,plot,subsample,veg_class,NPP,veg_moist 
2008,NaN,36,A,MM,143,1
2008,NaN,36,B,MM,127,1
2008,NaN,43,A,MM,109,1
2008,NaN,43,B,MM,62,1
2008,NaN,44,A,MM,185,1
2008,NaN,44,B,MM,114,1
2008,NaN,46,A,MM,267,1
2008,NaN,46,B,MM,152,1
2008,NaN,49,A,MM,111,1
2008,NaN,49,B,MM,120,1
2008,NaN,52,A,MM,466,1
2008,NaN,52,B,MM,294,1
2008,NaN,53,A,MM,176,1
2008,NaN,53,B,MM,232,1
2008,NaN,60,A,MM,215,1
2008,NaN,60,B,MM,152,1
2008,NaN,61,A,MM,234,1
2008,NaN,61,B,MM,373,1
2008,NaN,64,A,MM,196,1
2008,NaN,64,B,MM,133,1
2008,NaN,67,A,MM,388,1
2008,NaN,67,B,MM,346,1
2008,NaN,72,A,MM,213,1
2008,NaN,72,B,MM,271,1
2008,NaN,73,A,MM,253,1
2008,NaN,73,B,MM,341,1
2008,NaN,74,A,MM,75,1
2008,NaN,74,B,MM,114,1
2008,NaN,75,A,MM,97,1
2008,NaN,75,B,MM,49,1
2008,NaN,79,A,MM,113,1
2008,NaN,79,B,MM,108,1
2008,NaN,80,A,MM,85,1
2008,NaN,80,B,MM,234,1
2010,8/5/2010,60,A,MM,93,1
2010,8/5/2010,60,B,MM,65,1
2010,8/5/2010,80,A,MM,56,1
2010,8/5/2010,80,B,MM,60,1
2010,8/12/2010,2,A,MM,262,1
2010,8/12/2010,2,B,MM,120,1
2010,8/12/2010,3,A,MM,384,1
2010,8/12/2010,3,B,MM,437,1
2010,8/12/2010,4,A,MM,97,1
2010,8/12/2010,4,B,MM,101,1
2010,8/12/2010,17,A,MM,119,1
2010,8/12/2010,17,B,MM,116,1
2010,NaN,8,A,MM,103,1
2010,NaN,8,B,MM,143,1
2010,NaN,22,A,MM,176,1
2010,NaN,22,B,MM,232,1
2010,NaN,25,A,MM,68,1
2010,NaN,25,B,MM,62,1
2010,NaN,26,A,MM,169,1
2010,NaN,26,B,MM,245,1
2010,NaN,27,A,MM,117,1
2010,NaN,27,B,MM,186,1
2010,NaN,36,A,MM,99,1
2010,NaN,36,B,MM,183,1
2010,NaN,43,A,MM,94,1
2010,NaN,43,B,MM,133,1
2010,NaN,44,A,MM,148,1
2010,NaN,44,B,MM,100,1
2010,NaN,46,A,MM,122,1
2010,NaN,46,B,MM,134,1
2010,NaN,49,A,MM,204,1
2010,NaN,49,B,MM,156,1
2010,NaN,52,A,MM,276,1
2010,NaN,52,B,MM,265,1
2010,NaN,53,A,MM,123,1
2010,NaN,53,B,MM,62,1
2010,NaN,61,A,MM,156,1
2010,NaN,61,B,MM,182,1
2010,NaN,64,A,MM,198,1
2010,NaN,64,B,MM,130,1
2010,NaN,67,A,MM,347,1
2010,NaN,67,B,MM,241,1
2010,NaN,72,A,MM,166,1
2010,NaN,72,B,MM,254,1
2010,NaN,73,A,MM,199,1
2010,NaN,73,B,MM,179,1
2010,NaN,74,A,MM,156,1
2010,NaN,74,B,MM,132,1
2010,NaN,75,A,MM,30,1
2010,NaN,75,B,MM,88,1
2010,NaN,79,A,MM,81,1
2010,NaN,79,B,MM,57,1
2011,7/25/2011,49,A,MM,84,1
2011,7/26/2011,49,B,MM,203,1
2011,7/26/2011,60,A,MM,240,1
2011,7/26/2011,60,B,MM,129,1
2011,7/26/2011,79,A,MM,157,1
2011,7/27/2011,8,A,MM,198,1
2011,7/27/2011,8,B,MM,81,1
2011,7/27/2011,17,A,MM,227,1
2011,7/27/2011,17,B,MM,203,1
2011,7/27/2011,27,A,MM,233,1
2011,7/27/2011,27,B,MM,175,1
2011,7/27/2011,67,A,MM,321,1
2011,7/27/2011,67,B,MM,250,1
2011,7/27/2011,74,A,MM,51,1
2011,7/27/2011,79,B,MM,132,1
2011,7/27/2011,80,A,MM,123,1
2011,7/27/2011,80,B,MM,127,1
2011,8/2/2011,26,A,MM,101,1
2011,8/2/2011,26,B,MM,113,1
2011,8/4/2011,52,A,MM,283,1
2011,8/4/2011,52,B,MM,335,1
2011,8/4/2011,61,A,MM,282,1
2011,8/4/2011,61,B,MM,163,1
2011,8/4/2011,72,A,MM,164,1
2011,8/5/2011,22,B,MM,87,1
2011,8/5/2011,25,A,MM,101,1
2011,8/5/2011,25,B,MM,73,1
2011,8/5/2011,36,A,MM,117,1
2011,8/5/2011,36,B,MM,134,1
2011,8/5/2011,64,A,MM,171,1
2011,8/5/2011,64,B,MM,128,1
2011,8/5/2011,73,A,MM,201,1
2011,8/5/2011,73,B,MM,206,1
2011,8/8/2011,53,A,MM,164,1
2011,8/8/2011,72,B,MM,201,1
2011,8/10/2011,2,A,MM,139,1
2011,8/10/2011,2,B,MM,136,1
2011,8/10/2011,3,A,MM,304,1
2011,8/10/2011,3,B,MM,370,1
2011,8/10/2011,4,A,MM,116,1
2011,8/10/2011,4,B,MM,83,1
2011,8/10/2011,53,B,MM,275,1
2011,9/2/2011,43,A,MM,64,1
2011,9/2/2011,43,B,MM,52,1
2011,9/2/2011,44,A,MM,66,1
2011,9/2/2011,44,B,MM,72,1
2011,9/2/2011,46,A,MM,71,1
2011,9/2/2011,46,B,MM,119,1
2011,9/2/2011,74,B,MM,11,1
2011,9/2/2011,75,A,MM,14,1
2011,9/2/2011,75,B,MM,32,1
2011,9/9/2011,22,A,MM,128,1
2012,7/12/2010,72,B,MM,216,1
2012,7/9/2012,8,A,MM,185,1
2012,7/9/2012,8,B,MM,146,1
2012,7/9/2012,43,A,MM,90,1
2012,7/9/2012,43,B,MM,58,1
2012,7/9/2012,49,A,MM,140,1
2012,7/9/2012,49,B,MM,147,1
2012,7/9/2012,52,A,MM,137,1
2012,7/9/2012,52,B,MM,82,1
2012,7/9/2012,53,A,MM,159,1
2012,7/9/2012,53,B,MM,129,1
2012,7/9/2012,60,A,MM,171,1
2012,7/9/2012,60,B,MM,139,1
2012,7/9/2012,67,A,MM,390,1
2012,7/9/2012,67,B,MM,299,1
2012,7/9/2012,79,A,MM,130,1
2012,7/9/2012,79,B,MM,94,1
2012,7/9/2012,80,A,MM,70,1
2012,7/9/2012,80,B,MM,57,1
2012,7/11/2012,2,A,MM,203,1
2012,7/11/2012,2,B,MM,227,1
2012,7/11/2012,3,A,MM,314,1
2012,7/11/2012,3,B,MM,358,1
2012,7/11/2012,4,A,MM,106,1
2012,7/11/2012,4,B,MM,167,1
2012,7/11/2012,17,A,MM,170,1
2012,7/11/2012,17,B,MM,140,1
2012,7/11/2012,22,A,MM,220,1
2012,7/11/2012,22,B,MM,192,1
2012,7/11/2012,25,A,MM,146,1
2012,7/11/2012,25,B,MM,127,1
2012,7/11/2012,26,A,MM,205,1
2012,7/11/2012,26,B,MM,197,1
2012,7/11/2012,27,A,MM,165,1
2012,7/11/2012,27,B,MM,174,1
2012,7/12/2012,36,A,MM,162,1
2012,7/12/2012,36,B,MM,88,1
2012,7/12/2012,46,A,MM,222,1
2012,7/12/2012,46,B,MM,145,1
2012,7/12/2012,61,A,MM,182,1
2012,7/12/2012,61,B,MM,201,1
2012,7/12/2012,64,A,MM,143,1
2012,7/12/2012,64,B,MM,132,1
2012,7/12/2012,72,A,MM,190,1
2012,7/12/2012,73,A,MM,122,1
2012,7/12/2012,73,B,MM,196,1
2012,7/12/2012,74,A,MM,196,1
2012,7/12/2012,74,B,MM,138,1
2012,7/12/2012,75,A,MM,81,1
2012,7/12/2012,75,B,MM,64,1
2012,7/13/2012,44,A,MM,137,1
2012,7/13/2012,44,B,MM,147,1
2013,7/26/2013,2,A,MM,292,1
2013,7/26/2013,2,B,MM,311,1
2013,7/26/2013,3,A,MM,495,1
2013,7/26/2013,3,B,MM,356,1
2013,7/26/2013,4,A,MM,162,1
2013,7/26/2013,4,B,MM,136,1
2013,7/26/2013,8,A,MM,197,1
2013,7/26/2013,8,B,MM,138,1
2013,7/26/2013,17,A,MM,137,1
2013,7/26/2013,17,B,MM,84,1
2013,7/26/2013,26,A,MM,150,1
2013,7/26/2013,26,B,MM,294,1
2013,7/26/2013,27,A,MM,162,1
2013,7/26/2013,27,B,MM,161,1
2013,7/26/2013,49,A,MM,173,1
2013,7/26/2013,49,B,MM,187,1
2013,7/26/2013,60,A,MM,178,1
2013,7/26/2013,60,B,MM,178,1
2013,7/26/2013,79,A,MM,50,1
2013,7/26/2013,79,B,MM,103,1
2013,7/26/2013,80,A,MM,118,1
2013,7/26/2013,80,B,MM,118,1
2013,7/30/2013,22,A,MM,264,1
2013,7/30/2013,22,B,MM,225,1
2013,7/30/2013,25,A,MM,137,1
2013,7/30/2013,25,B,MM,190,1
2013,7/30/2013,36,A,MM,151,1
2013,7/30/2013,36,B,MM,139,1
2013,7/30/2013,43,A,MM,79,1
2013,7/30/2013,43,B,MM,101,1
2013,7/30/2013,44,A,MM,153,1
2013,7/30/2013,44,B,MM,194,1
2013,7/30/2013,46,A,MM,216,1
2013,7/30/2013,46,B,MM,140,1
2013,7/30/2013,52,A,MM,369,1
2013,7/30/2013,52,B,MM,405,1
2013,7/30/2013,53,A,MM,75,1
2013,7/30/2013,53,B,MM,90,1
2013,7/30/2013,67,A,MM,373,1
2013,7/30/2013,67,B,MM,382,1
2013,7/31/2013,61,A,MM,199,1
2013,7/31/2013,61,B,MM,159,1
2013,7/31/2013,64,A,MM,200,1
2013,7/31/2013,64,B,MM,176,1
2013,7/31/2013,72,A,MM,229,1
2013,7/31/2013,72,B,MM,224,1
2013,7/31/2013,73,A,MM,223,1
2013,7/31/2013,73,B,MM,250,1
2013,7/31/2013,74,A,MM,115,1
2013,7/31/2013,74,B,MM,110,1
2013,7/31/2013,75,A,MM,45,1
2013,7/31/2013,75,B,MM,79,1
2014,7/16/2014,8,A,MM,165,1
2014,7/16/2014,8,B,MM,141,1
2014,7/16/2014,60,A,MM,397,1
2014,7/16/2014,60,B,MM,151,1
2014,7/16/2014,67,A,MM,352,1
2014,7/16/2014,79,A,MM,180,1
2014,7/16/2014,79,B,MM,87,1
2014,7/16/2014,80,A,MM,156,1
2014,7/16/2014,80,B,MM,79,1
2014,7/17/2014,27,A,MM,241,1
2014,7/17/2014,27,B,MM,202,1
2014,7/17/2014,49,A,MM,162,1
2014,7/17/2014,49,B,MM,198,1
2014,7/17/2014,67,B,MM,312,1
2014,7/23/2014,17,A,MM,147,1
2014,7/23/2014,17,B,MM,142,1
2014,7/23/2014,25,A,MM,170,1
2014,7/23/2014,25,B,MM,114,1
2014,7/23/2014,26,A,MM,297,1
2014,7/23/2014,26,B,MM,275,1
2014,7/23/2014,36,A,MM,169,1
2014,7/23/2014,36,B,MM,220,1
2014,7/23/2014,52,A,MM,227,1
2014,7/23/2014,52,B,MM,364,1
2014,7/23/2014,72,A,MM,289,1
2014,7/23/2014,72,B,MM,348,1
2014,7/25/2014,3,A,MM,392,1
2014,7/25/2014,3,B,MM,322,1
2014,8/6/2014,2,A,MM,197,1
2014,8/6/2014,2,B,MM,171,1
2014,8/6/2014,4,A,MM,150,1
2014,8/6/2014,4,B,MM,188,1
2014,8/6/2014,22,A,MM,277,1
2014,8/6/2014,22,B,MM,114,1
2014,8/7/2014,46,A,MM,217,1
2014,8/7/2014,46,B,MM,209,1
2014,8/7/2014,61,A,MM,410,1
2014,8/7/2014,61,B,MM,268,1
2014,8/7/2014,73,A,MM,208,1
2014,8/7/2014,73,B,MM,237,1
2014,8/7/2014,75,A,MM,74,1
2014,8/7/2014,75,B,MM,19,1
2014,8/8/2014,43,A,MM,101,1
2014,8/8/2014,43,B,MM,129,1
2014,8/8/2014,44,A,MM,151,1
2014,8/8/2014,44,B,MM,125,1
2014,8/8/2014,53,A,MM,141,1
2014,8/8/2014,53,B,MM,202,1
2014,8/8/2014,64,A,MM,252,1
2014,8/8/2014,64,B,MM,190,1
2014,8/13/2014,74,A,MM,65,1
2014,8/13/2014,74,B,MM,115,1
2015,7/31/2015,60,A,MM,275,1
2015,7/31/2015,60,B,MM,126,1
2015,7/31/2015,80,A,MM,169,1
2015,7/31/2015,80,B,MM,214,1
2015,8/3/2015,79,A,MM,205,1
2015,8/3/2015,79,B,MM,96,1
2015,8/4/2015,49,A,MM,210,1
2015,8/4/2015,49,B,MM,207,1
2015,8/5/2015,4,A,MM,119,1
2015,8/5/2015,4,B,MM,172,1
2015,8/5/2015,8,A,MM,332,1
2015,8/5/2015,8,B,MM,279,1
2015,8/5/2015,17,A,MM,171,1
2015,8/5/2015,17,B,MM,182,1
2015,8/5/2015,25,A,MM,167,1
2015,8/5/2015,25,B,MM,102,1
2015,8/5/2015,26,A,MM,258,1
2015,8/5/2015,26,B,MM,229,1
2015,8/5/2015,27,A,MM,267,1
2015,8/5/2015,27,B,MM,217,1
2015,8/5/2015,36,A,MM,207,1
2015,8/5/2015,36,B,MM,247,1
2015,8/5/2015,43,A,MM,76,1
2015,8/5/2015,43,B,MM,90,1
2015,8/5/2015,44,A,MM,95,1
2015,8/5/2015,44,B,MM,162,1
2015,8/5/2015,46,A,MM,181,1
2015,8/5/2015,46,B,MM,119,1
2015,8/5/2015,67,A,MM,358,1
2015,8/5/2015,67,B,MM,407,1
2015,8/7/2015,52,A,MM,319,1
2015,8/7/2015,52,B,MM,287,1
2015,8/10/2015,2,A,MM,250,1
2015,8/10/2015,2,B,MM,212,1
2015,8/10/2015,3,A,MM,540,1
2015,8/10/2015,3,B,MM,155,1
2015,8/10/2015,53,A,MM,182,1
2015,8/10/2015,53,B,MM,118,1
2015,8/12/2015,22,A,MM,150,1
2015,8/12/2015,22,B,MM,152,1
2015,8/13/2015,64,B,MM,215,1
2015,8/16/2015,64,A,MM,130,1
2015,8/19/2015,72,A,MM,242,1
2015,8/19/2015,72,B,MM,50,1
2015,8/19/2015,73,A,MM,184,1
2015,8/19/2015,73,B,MM,98,1
2015,8/25/2015,61,A,MM,322,1
2015,8/25/2015,61,B,MM,315,1
2015,8/25/2015,74,A,MM,98,1
2015,8/25/2015,74,B,MM,139,1
2015,8/25/2015,75,A,MM,49,1
2015,8/25/2015,75,B,MM,91,1
2016,7/15/2016,8,A,MM,250,1
2016,7/15/2016,8,B,MM,172,1
2016,7/17/2016,17,B,MM,213,1
2016,7/25/2016,25,A,MM,192,1
2016,7/25/2016,27,A,MM,141,1
2016,7/25/2016,27,B,MM,198,1
2016,7/25/2016,49,A,MM,276,1
2016,7/25/2016,49,B,MM,230,1
2016,7/25/2016,60,A,MM,333,1
2016,7/25/2016,60,B,MM,246,1
2016,7/25/2016,79,A,MM,118,1
2016,7/25/2016,79,B,MM,110,1
2016,7/25/2016,80,A,MM,122,1
2016,7/25/2016,80,B,MM,52,1
2016,7/27/2016,4,A,MM,209,1
2016,7/27/2016,4,B,MM,163,1
2016,7/27/2016,17,A,MM,161,1
2016,7/27/2016,25,B,MM,294,1
2016,7/27/2016,26,A,MM,217,1
2016,7/27/2016,26,B,MM,232,1
2016,7/27/2016,36,A,MM,249,1
2016,7/27/2016,36,B,MM,180,1
2016,7/27/2016,44,A,MM,222,1
2016,7/27/2016,44,B,MM,73,1
2016,7/27/2016,46,A,MM,170,1
2016,7/27/2016,46,B,MM,151,1
2016,7/27/2016,67,A,MM,383,1
2016,7/27/2016,67,B,MM,403,1
2016,8/2/2016,43,A,MM,89,1
2016,8/2/2016,43,B,MM,49,1
2016,8/2/2016,52,A,MM,312,1
2016,8/2/2016,52,B,MM,390,1
2016,8/2/2016,53,A,MM,193,1
2016,8/2/2016,53,B,MM,139,1
2016,8/2/2016,61,A,MM,234,1
2016,8/2/2016,61,B,MM,191,1
2016,8/2/2016,72,A,MM,200,1
2016,8/2/2016,73,A,MM,271,1
2016,8/2/2016,73,B,MM,146,1
2016,8/2/2016,74,A,MM,112,1
2016,8/2/2016,74,B,MM,76,1
2016,8/2/2016,75,A,MM,102,1
2016,8/2/2016,75,B,MM,47,1
2016,8/3/2016,64,A,MM,204,1
2016,8/3/2016,64,B,MM,165,1
2016,8/5/2016,2,A,MM,259,1
2016,8/5/2016,2,B,MM,258,1
2016,8/5/2016,3,A,MM,280,1
2016,8/5/2016,3,B,MM,321,1
2016,8/5/2016,22,A,MM,112,1
2016,8/5/2016,22,B,MM,132,1
2016,8/5/2016,72,B,MM,194,1
2017,7/5/2017,22,A,MM,152,1
2017,7/5/2017,22,B,MM,116,1
2017,7/10/2017,43,A,MM,78,1
2017,7/10/2017,43,B,MM,51,1
2017,7/10/2017,44,A,MM,186,1
2017,7/10/2017,44,B,MM,89,1
2017,7/10/2017,64,A,MM,165,1
2017,7/10/2017,64,B,MM,162,1
2017,7/12/2017,53,A,MM,143,1
2017,7/12/2017,53,B,MM,79,1
2017,7/19/2017,52,A,MM,483,1
2017,7/19/2017,52,B,MM,385,1
2017,7/19/2017,75,A,MM,50,1
2017,7/19/2017,75,B,MM,24,1
2017,7/24/2017,4,A,MM,185,1
2017,7/24/2017,4,B,MM,150,1
2017,7/24/2017,27,A,MM,186,1
2017,7/24/2017,27,B,MM,141,1
2017,7/24/2017,61,A,MM,290,1
2017,7/24/2017,61,B,MM,213,1
2017,7/24/2017,73,A,MM,137,1
2017,7/24/2017,73,B,MM,78,1
2017,7/31/2017,3,A,MM,370,1
2017,7/31/2017,3,B,MM,414,1
2017,7/31/2017,8,A,MM,216,1
2017,7/31/2017,8,B,MM,163,1
2017,7/31/2017,17,A,MM,190,1
2017,7/31/2017,17,B,MM,152,1
2017,8/1/2017,67,A,MM,309,1
2017,8/1/2017,67,B,MM,235,1
2017,8/2/2017,46,A,MM,163,1
2017,8/2/2017,46,B,MM,184,1
2017,8/2/2017,49,A,MM,197,1
2017,8/2/2017,49,B,MM,152,1
2017,8/2/2017,79,A,MM,256,1
2017,8/2/2017,79,B,MM,125,1
2017,8/18/2017,2,A,MM,221,1
2017,8/18/2017,2,B,MM,261,1
2017,8/24/2017,25,A,MM,109,1
2017,8/24/2017,25,B,MM,124,1
2017,8/24/2017,26,A,MM,267,1
2017,8/24/2017,26,B,MM,257,1
2017,8/24/2017,36,A,MM,134,1
2017,8/24/2017,36,B,MM,134,1
2017,8/24/2017,74,A,MM,86,1
2017,8/24/2017,74,B,MM,101,1
2017,8/30/2017,60,A,MM,263,1
2017,8/30/2017,60,B,MM,181,1
2017,8/30/2017,72,A,MM,191,1
2017,8/30/2017,72,B,MM,250,1
2017,8/30/2017,80,A,MM,172,1
2017,8/30/2017,80,B,MM,127,1
2018,7/11/2018,8,A,MM,302.8,1
2018,7/11/2018,8,B,MM,208.4,1
2018,7/11/2018,17,A,MM,184.8,1
2018,7/11/2018,17,B,MM,209.7,1
2018,7/11/2018,25,A,MM,192.6,1
2018,7/11/2018,25,B,MM,164.2,1
2018,7/11/2018,26,A,MM,214.3,1
2018,7/11/2018,26,B,MM,202,1
2018,7/11/2018,27,A,MM,168.4,1
2018,7/11/2018,27,B,MM,205.1,1
2018,7/11/2018,36,A,MM,163.5,1
2018,7/11/2018,36,B,MM,178.9,1
2018,7/11/2018,49,A,MM,108,1
2018,7/11/2018,49,B,MM,100.2,1
2018,7/11/2018,60,A,MM,307.8,1
2018,7/11/2018,60,B,MM,99.4,1
2018,7/17/2018,64,A,MM,224.8,1
2018,7/17/2018,64,B,MM,280.5,1
2018,7/17/2018,67,A,MM,463,1
2018,7/17/2018,72,A,MM,239.2,1
2018,7/17/2018,72,B,MM,217.7,1
2018,7/17/2018,73,A,MM,252.5,1
2018,7/17/2018,73,B,MM,213.3,1
2018,7/17/2018,74,A,MM,185.1,1
2018,7/17/2018,74,B,MM,201,1
2018,7/17/2018,75,A,MM,116.4,1
2018,7/17/2018,75,B,MM,98.2,1
2018,7/18/2018,46,A,MM,238.7,1
2018,7/18/2018,46,B,MM,203.5,1
2018,7/18/2018,52,A,MM,471.8,1
2018,7/18/2018,52,B,MM,445.7,1
2018,7/18/2018,61,A,MM,394.4,1
2018,7/18/2018,61,B,MM,385.1,1
2018,7/18/2018,67,B,MM,468.5,1
2018,7/18/2018,79,A,MM,187,1
2018,7/18/2018,79,B,MM,157.6,1
2018,7/18/2018,80,A,MM,124,1
2018,7/18/2018,80,B,MM,91.2,1
2018,7/23/2018,2,A,MM,263.2,1
2018,7/23/2018,2,B,MM,287.1,1
2018,7/23/2018,3,A,MM,434.9,1
2018,7/23/2018,3,B,MM,374.3,1
2018,7/23/2018,4,A,MM,185.1,1
2018,7/23/2018,4,B,MM,239.7,1
2018,7/23/2018,22,A,MM,245.7,1
2018,7/23/2018,22,B,MM,162.5,1
2018,7/23/2018,43,A,MM,137,1
2018,7/23/2018,43,B,MM,120.3,1
2018,7/23/2018,44,A,MM,180,1
2018,7/23/2018,44,B,MM,230,1
2018,7/23/2018,53,A,MM,227.2,1
2018,7/23/2018,53,B,MM,171.5,1
1992,NaN,5,none,SB,166,1
1992,NaN,6,none,SB,161,1
1992,NaN,11,none,SB,73,1
1992,NaN,12,none,SB,186,1
1992,NaN,14,none,SB,193,1
1992,NaN,15,none,SB,84,1
1992,NaN,16,none,SB,293,1
1992,NaN,21,none,SB,155,1
1992,NaN,23,none,SB,60,1
1992,NaN,24,none,SB,195,1
1992,NaN,31,none,SB,173,1
1992,NaN,32,none,SB,118,1
1992,NaN,33,none,SB,142,1
1992,NaN,34,none,SB,94,1
1992,NaN,35,none,SB,70,1
1992,NaN,45,none,SB,66,1
1992,NaN,54,none,SB,130,1
1992,NaN,55,none,SB,140,1
1992,NaN,56,none,SB,42,1
1992,NaN,62,none,SB,173,1
1992,NaN,65,none,SB,53,1
1992,NaN,66,none,SB,25,1
1992,NaN,76,none,SB,37,1
1993,NaN,5,none,SB,194,1
1993,NaN,6,none,SB,202,1
1993,NaN,11,none,SB,9,1
1993,NaN,12,none,SB,126,1
1993,NaN,14,none,SB,217,1
1993,NaN,15,none,SB,82,1
1993,NaN,16,none,SB,335,1
1993,NaN,21,none,SB,4,1
1993,NaN,23,none,SB,73,1
1993,NaN,24,none,SB,116,1
1993,NaN,31,none,SB,50,1
1993,NaN,32,none,SB,20,1
1993,NaN,34,none,SB,5,1
1993,NaN,35,none,SB,57,1
1993,NaN,45,none,SB,3,1
1993,NaN,62,none,SB,91,1
1994,NaN,5,none,SB,109,1
1994,NaN,6,none,SB,176,1
1994,NaN,11,none,SB,78,1
1994,NaN,12,none,SB,271,1
1994,NaN,14,none,SB,125,1
1994,NaN,15,none,SB,79,1
1994,NaN,16,none,SB,220,1
1994,NaN,21,none,SB,139,1
1994,NaN,23,none,SB,48,1
1994,NaN,24,none,SB,137,1
1994,NaN,31,none,SB,205,1
1994,NaN,32,none,SB,156,1
1994,NaN,33,none,SB,128,1
1994,NaN,34,none,SB,76,1
1994,NaN,35,none,SB,120,1
1994,NaN,45,none,SB,59,1
1994,NaN,54,none,SB,77,1
1994,NaN,55,none,SB,78,1
1994,NaN,56,none,SB,97,1
1994,NaN,62,none,SB,77,1
1994,NaN,65,none,SB,53,1
1994,NaN,66,none,SB,26,1
1994,NaN,76,none,SB,212,1
1995,NaN,5,none,SB,116,1
1995,NaN,6,none,SB,69,1
1995,NaN,11,none,SB,20,1
1995,NaN,12,none,SB,71,1
1995,NaN,14,none,SB,238,1
1995,NaN,15,none,SB,90,1
1995,NaN,16,none,SB,223,1
1995,NaN,21,none,SB,23,1
1995,NaN,23,none,SB,57,1
1995,NaN,24,none,SB,128,1
1995,NaN,32,none,SB,63,1
1995,NaN,33,none,SB,42,1
1995,NaN,34,none,SB,40,1
1995,NaN,35,none,SB,58,1
1995,NaN,45,none,SB,81,1
1995,NaN,62,none,SB,70,1
1995,NaN,76,none,SB,43,1
1997,NaN,6,none,SB,174,1
1997,NaN,11,none,SB,199,1
1997,NaN,12,none,SB,95,1
1997,NaN,14,none,SB,252,1
1997,NaN,15,none,SB,298,1
1997,NaN,16,none,SB,251,1
1997,NaN,21,none,SB,79,1
1997,NaN,23,none,SB,181,1
1997,NaN,24,none,SB,162,1
1997,NaN,31,none,SB,174,1
1997,NaN,32,none,SB,143,1
1997,NaN,33,none,SB,111,1
1997,NaN,35,none,SB,231,1
1997,NaN,45,none,SB,178,1
1997,NaN,55,none,SB,63,1
1997,NaN,62,none,SB,165,1
1997,NaN,65,none,SB,55,1
1997,NaN,76,none,SB,261,1
2008,NaN,5,A,SB,137,1
2008,NaN,5,B,SB,88,1
2008,NaN,6,A,SB,114,1
2008,NaN,6,B,SB,91,1
2008,NaN,11,A,SB,30,1
2008,NaN,11,B,SB,45,1
2008,NaN,12,A,SB,132,1
2008,NaN,12,B,SB,70,1
2008,NaN,14,A,SB,54,1
2008,NaN,14,B,SB,75,1
2008,NaN,15,A,SB,137,1
2008,NaN,15,B,SB,111,1
2008,NaN,16,A,SB,133,1
2008,NaN,16,B,SB,199,1
2008,NaN,21,A,SB,59,1
2008,NaN,21,B,SB,39,1
2008,NaN,23,A,SB,83,1
2008,NaN,23,B,SB,59,1
2008,NaN,24,A,SB,122,1
2008,NaN,24,B,SB,145,1
2008,NaN,31,A,SB,193,1
2008,NaN,31,B,SB,228,1
2008,NaN,32,A,SB,469,1
2008,NaN,32,B,SB,157,1
2008,NaN,33,A,SB,221,1
2008,NaN,33,B,SB,130,1
2008,NaN,34,A,SB,41,1
2008,NaN,34,B,SB,63,1
2008,NaN,35,A,SB,118,1
