year,collection_date,plot,subsample,veg_class,NPP,veg_moist 
2008,NaN,35,B,SB,85,1
2008,NaN,45,A,SB,24,1
2008,NaN,45,B,SB,31,1
2008,NaN,54,A,SB,104,1
2008,NaN,54,B,SB,80,1
2008,NaN,55,A,SB,53,1
2008,NaN,55,B,SB,100,1
2008,NaN,56,A,SB,36,1
2008,NaN,56,B,SB,44,1
2008,NaN,62,A,SB,189,1
2008,NaN,62,B,SB,157,1
2008,NaN,65,A,SB,41,1
2008,NaN,65,B,SB,12,1
2008,NaN,66,A,SB,161,1
2008,NaN,66,B,SB,37,1
2008,NaN,76,A,SB,182,1
2008,NaN,76,B,SB,167,1
2010,8/12/2010,5,A,SB,132,1
2010,8/12/2010,5,B,SB,126,1
2010,8/12/2010,6,A,SB,169,1
2010,8/12/2010,6,B,SB,113,1
2010,8/12/2010,11,A,SB,74,1
2010,8/12/2010,11,B,SB,28,1
2010,8/12/2010,12,A,SB,101,1
2010,8/12/2010,12,B,SB,92,1
2010,8/12/2010,14,A,SB,127,1
2010,8/12/2010,14,B,SB,74,1
2010,8/12/2010,15,A,SB,44,1
2010,8/12/2010,15,B,SB,66,1
2010,8/12/2010,16,A,SB,156,1
2010,8/12/2010,16,B,SB,152,1
2010,NaN,21,A,SB,111,1
2010,NaN,21,B,SB,68,1
2010,NaN,23,A,SB,119,1
2010,NaN,23,B,SB,126,1
2010,NaN,24,A,SB,108,1
2010,NaN,24,B,SB,148,1
2010,NaN,31,A,SB,178,1
2010,NaN,31,B,SB,276,1
2010,NaN,32,A,SB,158,1
2010,NaN,32,B,SB,107,1
2010,NaN,33,A,SB,52,1
2010,NaN,33,B,SB,83,1
2010,NaN,34,A,SB,66,1
2010,NaN,34,B,SB,73,1
2010,NaN,35,A,SB,97,1
2010,NaN,35,B,SB,82,1
2010,NaN,45,A,SB,99,1
2010,NaN,45,B,SB,77,1
2010,NaN,54,A,SB,97,1
2010,NaN,54,B,SB,121,1
2010,NaN,55,A,SB,89,1
2010,NaN,55,B,SB,34,1
2010,NaN,56,A,SB,58,1
2010,NaN,56,B,SB,67,1
2010,NaN,62,A,SB,85,1
2010,NaN,62,B,SB,96,1
2010,NaN,65,A,SB,40,1
2010,NaN,65,B,SB,46,1
2010,NaN,66,A,SB,40,1
2010,NaN,66,B,SB,19,1
2010,NaN,76,A,SB,188,1
2010,NaN,76,B,SB,283,1
2011,8/2/2011,12,A,SB,109,1
2011,8/2/2011,12,B,SB,59,1
2011,8/2/2011,14,A,SB,40,1
2011,8/2/2011,14,B,SB,50,1
2011,8/2/2011,15,A,SB,62,1
2011,8/2/2011,15,B,SB,50,1
2011,8/2/2011,16,A,SB,131,1
2011,8/3/2011,31,A,SB,81,1
2011,8/3/2011,31,B,SB,51,1
2011,8/3/2011,62,A,SB,92,1
2011,8/3/2011,62,B,SB,119,1
2011,8/4/2011,21,A,SB,132,1
2011,8/4/2011,21,B,SB,69,1
2011,8/4/2011,32,A,SB,90,1
2011,8/4/2011,32,B,SB,70,1
2011,8/5/2011,6,A,SB,81,1
2011,8/5/2011,6,B,SB,91,1
2011,8/5/2011,11,A,SB,82,1
2011,8/5/2011,11,B,SB,38,1
2011,8/10/2011,5,A,SB,141,1
2011,8/10/2011,5,B,SB,103,1
2011,8/10/2011,23,A,SB,75,1
2011,8/10/2011,23,B,SB,98,1
2011,8/10/2011,24,A,SB,155,1
2011,8/10/2011,35,A,SB,89,1
2011,8/10/2011,35,B,SB,69,1
2011,8/21/2011,16,B,SB,121,1
2011,9/2/2011,24,B,SB,122,1
2011,9/2/2011,45,A,SB,35,1
2011,9/2/2011,45,B,SB,50,1
2011,9/2/2011,54,A,SB,51,1
2011,9/2/2011,54,B,SB,93,1
2011,9/2/2011,55,A,SB,98,1
2011,9/2/2011,55,B,SB,56,1
2011,9/2/2011,65,A,SB,8,1
2011,9/2/2011,65,B,SB,12,1
2011,9/2/2011,66,A,SB,11,1
2011,9/2/2011,66,B,SB,54,1
2011,9/2/2011,76,A,SB,129,1
2011,9/2/2011,76,B,SB,67,1
2011,9/9/2011,33,A,SB,68,1
2011,9/9/2011,33,B,SB,77,1
2011,9/9/2011,34,A,SB,11,1
2011,9/9/2011,34,B,SB,41,1
2011,9/9/2011,56,A,SB,28,1
2011,9/9/2011,56,B,SB,103,1
2012,7/13/2012,5,A,SB,85,1
2012,7/13/2012,5,B,SB,136,1
2012,7/13/2012,6,A,SB,153,1
2012,7/13/2012,6,B,SB,137,1
2012,7/13/2012,11,A,SB,113,1
2012,7/13/2012,11,B,SB,78,1
2012,7/13/2012,12,A,SB,148,1
2012,7/13/2012,12,B,SB,81,1
2012,7/13/2012,14,A,SB,86,1
2012,7/13/2012,14,B,SB,62,1
2012,7/13/2012,15,A,SB,78,1
2012,7/13/2012,15,B,SB,154,1
2012,7/13/2012,16,A,SB,174,1
2012,7/13/2012,16,B,SB,289,1
2012,7/13/2012,21,A,SB,75,1
2012,7/13/2012,21,B,SB,69,1
2012,7/13/2012,23,A,SB,124,1
2012,7/13/2012,23,B,SB,160,1
2012,7/13/2012,24,A,SB,131,1
2012,7/13/2012,24,B,SB,85,1
2012,7/13/2012,31,A,SB,275,1
2012,7/13/2012,31,B,SB,179,1
2012,7/13/2012,32,A,SB,84,1
2012,7/13/2012,32,B,SB,112,1
2012,7/13/2012,33,A,SB,109,1
2012,7/13/2012,33,B,SB,76,1
2012,7/13/2012,34,A,SB,134,1
2012,7/13/2012,34,B,SB,38,1
2012,7/13/2012,35,A,SB,91,1
2012,7/13/2012,35,B,SB,95,1
2012,7/13/2012,45,A,SB,113,1
2012,7/13/2012,45,B,SB,74,1
2012,7/13/2012,54,A,SB,80,1
2012,7/13/2012,54,B,SB,77,1
2012,7/13/2012,55,A,SB,138,1
2012,7/13/2012,55,B,SB,123,1
2012,7/16/2012,62,A,SB,109,1
2012,7/16/2012,62,B,SB,135,1
2012,7/18/2012,56,A,SB,107,1
2012,7/18/2012,56,B,SB,128,1
2012,7/18/2012,65,A,SB,56,1
2012,7/18/2012,65,B,SB,72,1
2012,7/18/2012,66,A,SB,42,1
2012,7/18/2012,66,B,SB,62,1
2012,7/18/2012,76,A,SB,377,1
2012,7/18/2012,76,B,SB,113,1
2013,7/31/2013,62,A,SB,127,1
2013,7/31/2013,62,B,SB,109,1
2013,8/1/2013,11,A,SB,71,1
2013,8/1/2013,11,B,SB,54,1
2013,8/1/2013,12,A,SB,162,1
2013,8/1/2013,12,B,SB,106,1
2013,8/1/2013,21,A,SB,65,1
2013,8/1/2013,21,B,SB,116,1
2013,8/1/2013,31,A,SB,147,1
2013,8/1/2013,31,B,SB,186,1
2013,8/1/2013,32,A,SB,141,1
2013,8/1/2013,32,B,SB,62,1
2013,8/1/2013,33,A,SB,172,1
2013,8/1/2013,33,B,SB,210,1
2013,8/1/2013,34,A,SB,74,1
2013,8/1/2013,34,B,SB,129,1
2013,8/1/2013,35,A,SB,118,1
2013,8/1/2013,35,B,SB,141,1
2013,8/1/2013,45,A,SB,80,1
2013,8/1/2013,45,B,SB,88,1
2013,8/1/2013,54,A,SB,125,1
2013,8/1/2013,54,B,SB,76,1
2013,8/8/2013,5,A,SB,150,1
2013,8/8/2013,5,B,SB,210,1
2013,8/8/2013,6,A,SB,145,1
2013,8/8/2013,6,B,SB,128,1
2013,8/8/2013,14,A,SB,226,1
2013,8/8/2013,14,B,SB,78,1
2013,8/8/2013,15,A,SB,138,1
2013,8/8/2013,15,B,SB,79,1
2013,8/8/2013,16,A,SB,165,1
2013,8/8/2013,16,B,SB,160,1
2013,8/8/2013,23,A,SB,107,1
2013,8/8/2013,23,B,SB,66,1
2013,8/8/2013,24,A,SB,167,1
2013,8/8/2013,24,B,SB,103,1
2013,8/15/2013,55,A,SB,222,1
2013,8/15/2013,55,B,SB,187,1
2013,8/15/2013,56,A,SB,150,1
2013,8/15/2013,56,B,SB,148,1
2013,8/15/2013,65,A,SB,63,1
2013,8/15/2013,65,B,SB,124,1
2013,8/15/2013,66,A,SB,57,1
2013,8/15/2013,66,B,SB,73,1
2013,8/15/2013,76,A,SB,417,1
2013,8/15/2013,76,B,SB,71,1
2014,7/25/2014,6,A,SB,250,1
2014,7/25/2014,6,B,SB,116,1
2014,8/6/2014,5,A,SB,181,1
2014,8/6/2014,5,B,SB,174,1
2014,8/6/2014,11,A,SB,166,1
2014,8/6/2014,11,B,SB,156,1
2014,8/6/2014,12,A,SB,74,1
2014,8/6/2014,12,B,SB,88,1
2014,8/6/2014,14,A,SB,115,1
2014,8/6/2014,14,B,SB,85,1
2014,8/6/2014,15,A,SB,249,1
2014,8/6/2014,15,B,SB,281,1
2014,8/6/2014,16,A,SB,180,1
2014,8/6/2014,16,B,SB,193,1
2014,8/6/2014,21,A,SB,216,1
2014,8/6/2014,21,B,SB,70,1
2014,8/6/2014,23,A,SB,64,1
2014,8/6/2014,23,B,SB,85,1
2014,8/6/2014,24,A,SB,137,1
2014,8/6/2014,24,B,SB,143,1
2014,8/7/2014,31,A,SB,232,1
2014,8/7/2014,31,B,SB,160,1
2014,8/7/2014,32,A,SB,99,1
2014,8/7/2014,32,B,SB,49,1
2014,8/7/2014,33,A,SB,88,1
2014,8/7/2014,33,B,SB,85,1
2014,8/7/2014,34,A,SB,89,1
2014,8/7/2014,34,B,SB,87,1
2014,8/7/2014,35,A,SB,111,1
2014,8/7/2014,35,B,SB,89,1
2014,8/7/2014,62,A,SB,203,1
2014,8/7/2014,62,B,SB,186,1
2014,8/7/2014,76,A,SB,316,1
2014,8/7/2014,76,B,SB,93,1
2014,8/8/2014,45,A,SB,73,1
2014,8/8/2014,45,B,SB,48,1
2014,8/8/2014,54,A,SB,103,1
2014,8/8/2014,54,B,SB,59,1
2014,8/13/2014,55,A,SB,47,1
2014,8/13/2014,55,B,SB,31,1
2014,8/13/2014,56,A,SB,38,1
2014,8/13/2014,56,B,SB,38,1
2014,8/13/2014,65,A,SB,34,1
2014,8/13/2014,65,B,SB,52,1
2014,8/13/2014,66,A,SB,75,1
2014,8/13/2014,66,B,SB,56,1
2015,8/10/2015,5,A,SB,169,1
2015,8/10/2015,5,B,SB,147,1
2015,8/10/2015,6,A,SB,121,1
2015,8/10/2015,6,B,SB,122,1
2015,8/11/2015,12,A,SB,148,1
2015,8/11/2015,12,B,SB,115,1
2015,8/11/2015,14,A,SB,44,1
2015,8/11/2015,14,B,SB,111,1
2015,8/11/2015,15,A,SB,130,1
2015,8/11/2015,15,B,SB,73,1
2015,8/11/2015,16,B,SB,145,1
2015,8/12/2015,23,A,SB,85,1
2015,8/12/2015,23,B,SB,70,1
2015,8/12/2015,24,A,SB,72,1
2015,8/12/2015,24,B,SB,72,1
2015,8/12/2015,33,A,SB,100,1
2015,8/12/2015,33,B,SB,105,1
2015,8/13/2015,11,A,SB,167,1
2015,8/13/2015,11,B,SB,91,1
2015,8/13/2015,32,A,SB,96,1
2015,8/13/2015,32,B,SB,40,1
2015,8/13/2015,34,A,SB,113,1
2015,8/13/2015,34,B,SB,133,1
2015,8/13/2015,35,B,SB,123,1
2015,8/16/2015,16,A,SB,192,1
2015,8/16/2015,35,A,SB,135,1
2015,8/19/2015,21,A,SB,94,1
2015,8/19/2015,21,B,SB,106,1
2015,8/22/2015,45,A,SB,78,1
2015,8/22/2015,45,B,SB,38,1
2015,8/22/2015,54,A,SB,130,1
2015,8/22/2015,55,A,SB,53,1
2015,8/22/2015,55,B,SB,65,1
2015,8/25/2015,62,A,SB,72,1
2015,8/25/2015,62,B,SB,40,1
2015,8/25/2015,76,A,SB,542,1
2015,8/25/2015,76,B,SB,419,1
2015,8/26/2015,31,A,SB,156,1
2015,8/26/2015,31,B,SB,206,1
2015,8/26/2015,54,B,SB,80,1
2015,8/26/2015,56,A,SB,123,1
2015,8/26/2015,56,B,SB,98,1
2015,8/26/2015,65,A,SB,56,1
2015,8/26/2015,65,B,SB,50,1
2015,8/26/2015,66,A,SB,146,1
2015,8/26/2015,66,B,SB,79,1
2016,8/1/2016,5,A,SB,174,1
2016,8/1/2016,5,B,SB,218,1
2016,8/1/2016,6,A,SB,144,1
2016,8/1/2016,6,B,SB,88,1
2016,8/1/2016,14,A,SB,186,1
2016,8/1/2016,14,B,SB,163,1
2016,8/1/2016,15,A,SB,109,1
2016,8/1/2016,15,B,SB,119,1
2016,8/1/2016,16,A,SB,216,1
2016,8/1/2016,16,B,SB,116,1
2016,8/1/2016,24,A,SB,134,1
2016,8/1/2016,24,B,SB,100,1
2016,8/2/2016,23,A,SB,65,1
2016,8/2/2016,23,B,SB,58,1
2016,8/2/2016,33,A,SB,127,1
2016,8/2/2016,33,B,SB,47,1
2016,8/2/2016,34,A,SB,76,1
2016,8/2/2016,34,B,SB,44,1
2016,8/2/2016,35,A,SB,97,1
2016,8/2/2016,35,B,SB,96,1
2016,8/2/2016,54,A,SB,216,1
2016,8/2/2016,54,B,SB,90,1
2016,8/2/2016,55,A,SB,51,1
2016,8/2/2016,55,B,SB,47,1
2016,8/3/2016,31,B,SB,107,1
2016,8/3/2016,45,A,SB,106,1
2016,8/3/2016,45,B,SB,98,1
2016,8/3/2016,62,A,SB,82,1
2016,8/3/2016,62,B,SB,68,1
2016,8/3/2016,65,A,SB,25,1
2016,8/3/2016,65,B,SB,33,1
2016,8/3/2016,66,A,SB,114,1
2016,8/3/2016,66,B,SB,134,1
2016,8/3/2016,76,A,SB,334,1
2016,8/3/2016,76,B,SB,178,1
2016,8/5/2016,11,A,SB,63,1
2016,8/5/2016,11,B,SB,73,1
2016,8/5/2016,12,A,SB,117,1
2016,8/5/2016,12,B,SB,81,1
2016,8/5/2016,21,A,SB,55,1
2016,8/5/2016,21,B,SB,79,1
2016,8/5/2016,31,A,SB,117,1
2016,8/5/2016,32,A,SB,149,1
2016,8/5/2016,32,B,SB,51,1
2016,8/17/2016,56,A,SB,145,1
2016,8/17/2016,56,B,SB,133,1
2017,7/5/2017,11,A,SB,52,1
2017,7/5/2017,11,B,SB,87,1
2017,7/5/2017,21,A,SB,99,1
2017,7/10/2017,21,B,SB,227,1
2017,7/10/2017,31,A,SB,216,1
2017,7/10/2017,31,B,SB,129,1
2017,7/10/2017,32,A,SB,67,1
2017,7/10/2017,32,B,SB,66,1
2017,7/10/2017,62,A,SB,139,1
2017,7/10/2017,62,B,SB,98,1
2017,7/12/2017,45,A,SB,105,1
2017,7/12/2017,45,B,SB,96,1
2017,7/12/2017,54,A,SB,83,1
2017,7/12/2017,54,B,SB,78,1
2017,7/19/2017,65,A,SB,32,1
2017,7/19/2017,65,B,SB,10,1
2017,7/19/2017,66,A,SB,37,1
2017,7/19/2017,66,B,SB,28,1
2017,7/19/2017,76,A,SB,86,1
2017,7/19/2017,76,B,SB,73,1
2017,7/24/2017,15,A,SB,71,1
2017,7/24/2017,15,B,SB,129,1
2017,7/24/2017,16,A,SB,228,1
2017,7/24/2017,16,B,SB,144,1
2017,7/31/2017,5,A,SB,130,1
2017,7/31/2017,5,B,SB,188,1
2017,8/1/2017,55,A,SB,29,1
2017,8/1/2017,55,B,SB,32,1
2017,8/1/2017,56,A,SB,81,1
2017,8/1/2017,56,B,SB,59,1
2017,8/18/2017,24,A,SB,204,1
2017,8/18/2017,24,B,SB,131,1
2017,8/22/2017,6,A,SB,196,1
2017,8/22/2017,6,B,SB,180,1
2017,8/22/2017,12,A,SB,85,1
2017,8/22/2017,12,B,SB,127,1
2017,8/22/2017,14,A,SB,87,1
2017,8/22/2017,14,B,SB,57,1
2017,8/24/2017,34,A,SB,100,1
2017,8/24/2017,34,B,SB,81,1
2017,8/24/2017,35,A,SB,50,1
2017,8/24/2017,35,B,SB,49,1
2017,8/30/2017,23,A,SB,143,1
2017,8/30/2017,23,B,SB,93,1
2017,8/30/2017,33,A,SB,107,1
2017,8/30/2017,33,B,SB,90,1
2018,7/25/2018,24,A,SB,145,1
2018,7/25/2018,24,B,SB,156.1,1
2018,7/25/2018,34,A,SB,82.4,1
2018,7/25/2018,35,A,SB,73.1,1
2018,7/25/2018,35,B,SB,80.6,1
2018,7/25/2018,45,A,SB,61,1
2018,7/25/2018,45,B,SB,66.3,1
2018,7/25/2018,54,A,SB,87.1,1
2018,7/25/2018,54,B,SB,77.5,1
2018,7/25/2018,55,A,SB,67,1
2018,7/26/2018,65,A,SB,56.3,1
2018,7/30/2018,5,A,SB,148.7,1
2018,7/30/2018,5,B,SB,208.3,1
2018,7/30/2018,6,A,SB,194,1
2018,7/30/2018,6,B,SB,120.5,1
2018,7/30/2018,11,A,SB,62.9,1
2018,7/30/2018,11,B,SB,204,1
2018,7/30/2018,12,A,SB,133.5,1
2018,7/30/2018,12,B,SB,142.8,1
2018,7/30/2018,14,A,SB,113.3,1
2018,7/30/2018,14,B,SB,158,1
2018,7/30/2018,15,A,SB,119.2,1
2018,7/30/2018,15,B,SB,156.9,1
2018,7/30/2018,16,A,SB,206.3,1
2018,7/30/2018,16,B,SB,151.6,1
2018,7/30/2018,21,A,SB,133.3,1
2018,7/30/2018,21,B,SB,90.1,1
2018,7/30/2018,23,A,SB,62.5,1
2018,7/30/2018,23,B,SB,77,1
2018,7/30/2018,32,A,SB,80.3,1
2018,7/30/2018,32,B,SB,95.6,1
2018,7/30/2018,33,A,SB,67.7,1
2018,7/30/2018,33,B,SB,151.9,1
2018,7/30/2018,34,B,SB,60.1,1
2018,7/30/2018,56,B,SB,118.7,1
2018,7/30/2018,66,A,SB,56,1
2018,7/30/2018,66,B,SB,53.5,1
2018,7/31/2018,31,A,SB,262.9,1
2018,7/31/2018,31,B,SB,139.6,1
2018,7/31/2018,56,A,SB,68.2,1
2018,7/31/2018,62,A,SB,168.6,1
2018,7/31/2018,76,A,SB,174.1,1
2018,7/31/2018,76,B,SB,47.7,1
2018,8/2/2018,62,B,SB,103,1
2018,8/20/2018,55,B,SB,50,1
2018,8/20/2018,65,B,SB,31.5,1
1992,NaN,28,none,SF,152,1
1992,NaN,38,none,SF,231,1
1994,NaN,28,none,SF,175,1
1994,NaN,38,none,SF,245,1
1995,NaN,28,none,SF,127,1
1995,NaN,38,none,SF,72,1
1997,NaN,28,none,SF,134,1
2008,NaN,28,A,SF,208,1
2008,NaN,28,B,SF,64,1
2008,NaN,38,A,SF,314,1
2008,NaN,38,B,SF,435,1
2010,NaN,28,A,SF,255,1
2010,NaN,28,B,SF,250,1
2010,NaN,38,A,SF,194,1
2010,NaN,38,B,SF,138,1
2011,7/20/2011,38,A,SF,135,1
2011,7/20/2011,38,B,SF,155,1
2011,7/27/2011,28,A,SF,170,1
2011,7/27/2011,28,B,SF,124,1
2012,7/11/2012,28,A,SF,184,1
2012,7/11/2012,28,B,SF,177,1
2012,7/12/2012,38,A,SF,214,1
2012,7/12/2012,38,B,SF,167,1
2013,8/8/2013,28,A,SF,157,1
2013,8/8/2013,28,B,SF,246,1
2013,8/8/2013,38,A,SF,275,1
2013,8/8/2013,38,B,SF,296,1
2014,7/25/2014,28,A,SF,223,1
2014,7/25/2014,28,B,SF,122,1
2014,8/1/2014,38,A,SF,322,1
2014,8/1/2014,38,B,SF,285,1
2015,8/4/2015,38,A,SF,376,1
2015,8/4/2015,38,B,SF,291,1
2015,8/5/2015,28,A,SF,247,1
2015,8/5/2015,28,B,SF,319,1
2016,7/25/2016,28,A,SF,143,1
2016,7/25/2016,28,B,SF,124,1
2016,7/25/2016,38,A,SF,437,1
2016,7/25/2016,38,B,SF,273,1
2017,7/24/2017,28,A,SF,172,1
2017,7/24/2017,28,B,SF,204,1
2017,7/24/2017,38,A,SF,346,1
2017,7/24/2017,38,B,SF,253,1
2018,7/18/2018,28,A,SF,147.9,1
2018,7/18/2018,28,B,SF,205,1
2018,7/25/2018,38,A,SF,323,1
2018,7/25/2018,38,B,SF,247.5,1
2008,NaN,37,A,ST,658,0
2008,NaN,37,B,ST,870,0
2010,NaN,37,A,ST,381,0
2010,NaN,37,B,ST,228,0
2011,9/2/2011,37,A,ST,75,0
2011,9/2/2011,37,B,ST,132,0
2012,7/16/2012,37,A,ST,329,0
2012,7/16/2012,37,B,ST,276,0
2013,8/15/2013,37,A,ST,312,0
2013,8/15/2013,37,B,ST,225,0
2014,7/23/2014,37,A,ST,180,0
2014,7/23/2014,37,B,ST,299,0
2015,8/26/2015,37,A,ST,279,0
2015,8/26/2015,37,B,ST,361,0
2016,8/17/2016,37,A,ST,290,0
2016,8/17/2016,37,B,ST,176,0
2017,8/23/2017,37,A,ST,427,0
2017,8/24/2017,37,B,ST,262,0
2018,7/30/2018,37,A,ST,361.8,0
2018,7/30/2018,37,B,ST,278.6,0
1992,NaN,7,none,WM,160,1
1992,NaN,47,none,WM,209,1
1992,NaN,57,none,WM,207,1
1992,NaN,68,none,WM,70,1
1992,NaN,77,none,WM,101,1
1993,NaN,7,none,WM,232,1
1993,NaN,47,none,WM,181,1
1993,NaN,57,none,WM,152,1
1993,NaN,68,none,WM,174,1
1993,NaN,77,none,WM,72,1
1994,NaN,7,none,WM,272,1
1994,NaN,47,none,WM,208,1
1994,NaN,57,none,WM,224,1
1994,NaN,68,none,WM,158,1
1994,NaN,77,none,WM,183,1
1995,NaN,7,none,WM,233,1
1995,NaN,47,none,WM,174,1
1995,NaN,57,none,WM,295,1
1995,NaN,68,none,WM,104,1
1995,NaN,77,none,WM,249,1
1997,NaN,7,none,WM,315,1
1997,NaN,47,none,WM,106,1
2008,NaN,7,A,WM,272,1
2008,NaN,7,B,WM,257,1
2008,NaN,47,A,WM,72,1
2008,NaN,47,B,WM,117,1
2008,NaN,57,A,WM,182,1
2008,NaN,57,B,WM,232,1
2008,NaN,68,A,WM,154,1
2008,NaN,68,B,WM,102,1
2008,NaN,77,A,WM,259,1
2008,NaN,77,B,WM,141,1
2010,8/10/2010,68,A,WM,69,1
2010,8/10/2010,68,B,WM,297,1
2010,8/12/2010,7,A,WM,161,1
2010,8/12/2010,7,B,WM,272,1
2010,NaN,47,A,WM,135,1
2010,NaN,47,B,WM,217,1
2010,NaN,57,A,WM,144,1
2010,NaN,57,B,WM,186,1
2010,NaN,77,A,WM,109,1
2010,NaN,77,B,WM,149,1
2011,8/2/2011,47,A,WM,248,1
2011,8/2/2011,47,B,WM,168,1
2011,8/2/2011,57,A,WM,175,1
2011,8/3/2011,68,A,WM,141,1
2011,8/3/2011,68,B,WM,188,1
2011,8/5/2011,7,A,WM,140,1
2011,8/5/2011,7,B,WM,176,1
2011,8/8/2011,57,B,WM,202,1
2011,8/8/2011,77,A,WM,136,1
2011,8/8/2011,77,B,WM,205,1
2012,7/16/2012,7,A,WM,219,1
2012,7/16/2012,7,B,WM,244,1
2012,7/16/2012,47,A,WM,203,1
2012,7/16/2012,47,B,WM,168,1
2012,7/18/2012,57,A,WM,177,1
2012,7/18/2012,57,B,WM,213,1
2012,7/18/2012,68,A,WM,127,1
2012,7/18/2012,68,B,WM,178,1
2012,7/18/2012,77,A,WM,184,1
2012,7/18/2012,77,B,WM,239,1
2013,7/31/2013,47,A,WM,193,1
2013,7/31/2013,47,B,WM,179,1
2013,8/1/2013,7,A,WM,220,1
2013,8/1/2013,7,B,WM,277,1
2013,8/1/2013,57,A,WM,178,1
2013,8/1/2013,57,B,WM,198,1
2013,8/15/2013,68,A,WM,128,1
2013,8/15/2013,68,B,WM,140,1
2013,8/15/2013,77,A,WM,198,1
2013,8/15/2013,77,B,WM,161,1
2014,8/1/2014,7,A,WM,371,1
2014,8/1/2014,47,A,WM,237,1
2014,8/1/2014,47,B,WM,259,1
2014,8/1/2014,57,A,WM,218,1
2014,8/1/2014,57,B,WM,243,1
2014,8/1/2014,68,A,WM,109,1
2014,8/1/2014,68,B,WM,139,1
2014,8/1/2014,77,A,WM,231,1
2014,8/1/2014,77,B,WM,178,1
2014,8/6/2014,7,B,WM,196,1
2015,8/22/2015,7,A,WM,176,1
2015,8/22/2015,7,B,WM,208,1
2015,8/22/2015,57,A,WM,174,1
2015,8/22/2015,57,B,WM,283,1
2015,8/25/2015,47,A,WM,325,1
2015,8/25/2015,47,B,WM,279,1
2015,8/25/2015,77,A,WM,212,1
2015,8/25/2015,77,B,WM,298,1
2015,8/26/2015,68,A,WM,142,1
2015,8/26/2015,68,B,WM,67,1
2016,8/3/2016,7,A,WM,251,1
2016,8/3/2016,7,B,WM,288,1
2016,8/3/2016,57,A,WM,186,1
2016,8/3/2016,57,B,WM,248,1
2016,8/3/2016,77,A,WM,222,1
2016,8/3/2016,77,B,WM,261,1
2016,8/17/2016,47,A,WM,294,1
2016,8/17/2016,47,B,WM,223,1
2016,8/17/2016,68,A,WM,201,1
2016,8/17/2016,68,B,WM,160,1
2017,7/19/2017,77,A,WM,182,1
2017,7/19/2017,77,B,WM,141,1
2017,7/31/2017,7,A,WM,248,1
2017,7/31/2017,7,B,WM,226,1
2017,8/18/2017,47,A,WM,284,1
2017,8/18/2017,47,B,WM,266,1
2017,8/21/2017,57,A,WM,216,1
2017,8/21/2017,57,B,WM,208,1
2017,8/21/2017,68,A,WM,150,1
2017,8/21/2017,68,B,WM,130,1
2018,7/30/2018,7,A,WM,359.1,1
2018,7/31/2018,7,B,WM,319.1,1
2018,7/31/2018,47,A,WM,145.8,1
2018,7/31/2018,47,B,WM,316.1,1
2018,7/31/2018,57,A,WM,259.4,1
2018,7/31/2018,57,B,WM,262.3,1
2018,7/31/2018,68,A,WM,197.6,1
2018,7/31/2018,68,B,WM,199.6,1
2018,7/31/2018,77,A,WM,205.6,1
2018,7/31/2018,77,B,WM,106.9,1
